instrument_name,option_type,expiry,strike,days_to_expiry,underlying_price_usd,spot_price,moneyness,abs_moneyness,mark_price_usd,bid_price_usd,ask_price_usd,last_price_usd,market_price_usd,mark_iv,implied_volatility,delta,gamma,vega,theta,open_interest,volume,bid_ask_spread_pct,raw_reject_reason,model_price_usd,theoretical_price,price_diff_pct,volatility_spread,classification,combined_score,historical_volatility_used
ETH-29MAY26-2550-P,put,2026-05-29,2550.0,15.049874001041667,2267.11,2267.11,0.12478000626348074,0.12478000626348074,295.40443300000004,283.38875,365.00471000000005,257.31698500000005,295.40443300000004,49.39,0.4939,-0.86754,0.00094,0.98732,-1.62003,144.0,0.0,0.25174825174825183,classification_neutral,311.4670616747683,311.4670616747683,-0.05157087426323339,-0.15380311708484395,neutral,0.20537399134807735,0.647703117084844
ETH-29MAY26-1950-C,call,2026-05-29,1950.0,15.049874001041667,2267.11,2267.11,-0.1398741128573382,0.1398741128573382,329.184372,326.46384,336.665835,435.28512,329.184372,56.71,0.5671,0.91505,0.0006,0.71657,-1.35008,304.0,0.0,0.030769230769230802,classification_neutral,337.1779015307495,337.1779015307495,-0.02370715724387573,-0.08060311708484391,neutral,0.10431027432871964,0.647703117084844
ETH-29MAY26-1950-P,put,2026-05-29,1950.0,15.049874001041667,2267.11,2267.11,-0.1398741128573382,0.1398741128573382,10.655417000000002,10.201995,11.108839,11.108839,10.655417000000002,56.71,0.5671,-0.08495,0.0006,0.71657,-1.35008,5703.0,172.0,0.08510638297872336,classification_neutral,16.854414805288542,16.854414805288542,-0.3677966797959329,-0.08060311708484391,neutral,0.4483997968807768,0.647703117084844
ETH-29MAY26-2600-P,put,2026-05-29,2600.0,15.049874001041667,2267.11,2267.11,0.1468345161902156,0.1468345161902156,341.200055,327.597395,365.00471000000005,325.330285,341.200055,50.1,0.501,-0.90123,0.00075,0.80122,-1.33349,78.0,0.0,0.10801963993453366,classification_neutral,353.7089881704469,353.7089881704469,-0.03536504185304734,-0.14670311708484396,neutral,0.1820681589378913,0.647703117084844
ETH-29MAY26-1900-C,call,2026-05-29,1900.0,15.049874001041667,2267.11,2267.11,-0.16192862278407316,0.16192862278407316,376.113549,374.07315000000006,386.54225500000007,378.60737000000006,376.113549,59.16,0.5916,0.93785,0.00045,0.56415,-1.10877,186.0,0.0,0.03278688524590167,classification_neutral,381.2423498235896,381.2423498235896,-0.013452862269794705,-0.056103117084843945,neutral,0.06955597935463866,0.647703117084844
ETH-29MAY26-1900-P,put,2026-05-29,1900.0,15.049874001041667,2267.11,2267.11,-0.16192862278407316,0.16192862278407316,7.708174,7.254752000000001,7.934885,8.388307000000001,7.708174,59.16,0.5916,-0.06218,0.00045,0.56433,-1.10911,8737.0,42.0,0.0895522388059701,classification_neutral,11.001260193653309,11.001260193653309,-0.29933717916726577,-0.056103117084843945,neutral,0.3554402962521097,0.647703117084844
ETH-29MAY26-2650-P,put,2026-05-29,2650.0,15.049874001041667,2267.11,2267.11,0.16888902611695067,0.16888902611695067,388.355943,374.07315000000006,434.151565,302.65918500000004,388.355943,51.0,0.51,-0.92618,0.0006,0.6443,-1.09178,11.0,0.0,0.1486676016830293,classification_neutral,397.5517610643053,397.5517610643053,-0.02313112144110923,-0.13770311708484395,neutral,0.1608342385259532,0.647703117084844
ETH-29MAY26-1850-C,call,2026-05-29,1850.0,15.049874001041667,2267.11,2267.11,-0.18398313271080813,0.18398313271080813,424.176281,420.54890500000005,433.01801,523.7024100000001,424.176281,61.94,0.6194,0.95406,0.00034,0.44401,-0.91364,50.0,0.0,0.02921646746347931,classification_neutral,427.04197433533227,427.04197433533227,-0.0067105659573454095,-0.02830311708484401,neutral,0.03501368304218942,0.647703117084844
ETH-29MAY26-1850-P,put,2026-05-29,1850.0,15.049874001041667,2267.11,2267.11,-0.18398313271080813,0.18398313271080813,5.667775000000001,5.214353,5.894486,5.214353,5.667775000000001,61.94,0.6194,-0.04596,0.00034,0.44416,-0.91394,3115.0,10.0,0.12244897959183668,classification_neutral,6.883281800920358,6.883281800920358,-0.176588266480363,-0.02830311708484401,neutral,0.204891383565207,0.647703117084844
ETH-29MAY26-2700-P,put,2026-05-29,2700.0,15.049874001041667,2267.11,2267.11,0.19094353604368552,0.19094353604368552,436.418675,421.68246000000005,447.754225,350.26849500000003,436.418675,52.15,0.5215,-0.94412,0.00047,0.51894,-0.89908,41.0,0.0,0.059973924380703966,classification_neutral,442.7217079712668,442.7217079712668,-0.014237009068631193,-0.126203117084844,neutral,0.14044012615347518,0.647703117084844
ETH-29MAY26-1800-C,call,2026-05-29,1800.0,15.049874001041667,2267.11,2267.11,-0.20603764263754298,0.20603764263754298,472.692435,470.425325,480.62732,569.04461,472.692435,65.21,0.6520999999999999,0.96517,0.00026,0.35455,-0.76812,71.0,0.0,0.021454112038140665,classification_neutral,474.1879423830376,474.1879423830376,-0.0031538283650189404,0.004396882915155942,neutral,0.007550711280174882,0.647703117084844
ETH-29MAY26-1800-P,put,2026-05-29,1800.0,15.049874001041667,2267.11,2267.11,-0.20603764263754298,0.20603764263754298,4.3075090000000005,3.854087,4.760931,4.53422,4.3075090000000005,65.21,0.6520999999999999,-0.03483,0.00026,0.35455,-0.76812,15232.0,58.0,0.2105263157894738,market_price_below_minimum,,,,,,,
ETH-29MAY26-1750-C,call,2026-05-29,1750.0,15.049874001041667,2267.11,2267.11,-0.22809215256427795,0.22809215256427795,521.662011,518.0346350000001,530.5037400000001,620.0545850000001,521.662011,68.34,0.6834,0.97383,0.00019,0.27973,-0.63506,96.0,0.0,0.023783783783783808,classification_neutral,522.3283385178809,522.3283385178809,-0.0012756870894111915,0.03569688291515605,neutral,0.03697257000456724,0.647703117084844
ETH-29MAY26-1750-P,put,2026-05-29,1750.0,15.049874001041667,2267.11,2267.11,-0.22809215256427795,0.22809215256427795,3.173954,2.947243,3.6273760000000004,3.6273760000000004,3.173954,68.34,0.6834,-0.02617,0.00019,0.27973,-0.63506,4401.0,0.0,0.2068965517241381,market_price_below_minimum,,,,,,,
ETH-29MAY26-2800-C,call,2026-05-29,2800.0,15.049874001041667,2267.11,2267.11,0.23505255589715524,0.23505255589715524,3.173954,2.720532,3.6273760000000004,2.947243,3.173954,54.54,0.5454,0.03259,0.00029,0.3357,-0.60827,23170.0,66.0,0.2857142857142858,market_price_below_minimum,,,,,,,
ETH-29MAY26-2800-P,put,2026-05-29,2800.0,15.049874001041667,2267.11,2267.11,0.23505255589715524,0.23505255589715524,533.904405,518.0346350000001,581.513715,439.81934,533.904405,54.54,0.5454,-0.96743,0.00029,0.33552,-0.60794,9.0,0.0,0.1154639175257731,classification_neutral,536.0934037478319,536.0934037478319,-0.004083241339155775,-0.10230311708484396,neutral,0.10638635842399974,0.647703117084844
ETH-29MAY26-1700-C,call,2026-05-29,1700.0,15.049874001041667,2267.11,2267.11,-0.2501466624910128,0.2501466624910128,570.8582980000001,566.7775,578.11305,650.66057,570.8582980000001,71.65,0.7165,0.98014,0.00015,0.22179,-0.52797,77.0,0.0,0.019801980198019823,classification_neutral,571.1651955212878,571.1651955212878,-0.0005373183164769697,0.06879688291515607,neutral,0.06933420123163303,0.647703117084844
ETH-29MAY26-1700-P,put,2026-05-29,1700.0,15.049874001041667,2267.11,2267.11,-0.2501466624910128,0.2501466624910128,2.4938210000000005,2.040399,2.947243,2.947243,2.4938210000000005,71.65,0.7165,-0.01986,0.00015,0.22179,-0.52797,17756.0,42.0,0.3636363636363637,market_price_below_minimum,,,,,,,
ETH-29MAY26-2900-C,call,2026-05-29,2900.0,15.049874001041667,2267.11,2267.11,0.27916157575062517,0.27916157575062517,1.8136880000000002,1.586977,2.26711,1.8136880000000002,1.8136880000000002,57.52,0.5752,0.02052,0.00019,0.22798,-0.43569,7208.0,133.0,0.35294117647058826,market_price_below_minimum,,,,,,,
ETH-29MAY26-2900-P,put,2026-05-29,2900.0,15.049874001041667,2267.11,2267.11,0.27916157575062517,0.27916157575062517,632.7504010000001,616.6539200000001,669.931005,531.637295,632.7504010000001,57.52,0.5752,-0.97947,0.00019,0.22811,-0.43593,5.0,0.0,0.0828193832599118,classification_neutral,632.2400695556244,632.2400695556244,0.0008071798497910081,-0.07250311708484392,neutral,0.07331029693463492,0.647703117084844
ETH-29MAY26-1600-C,call,2026-05-29,1600.0,15.049874001041667,2267.11,2267.11,-0.2942556823444826,0.2942556823444826,669.704294,667.663895,673.33167,699.4034350000001,669.704294,78.24,0.7824,0.98863,8e-05,0.13727,-0.35678,2608.0,0.0,0.008453085376162307,classification_neutral,670.0461010609831,670.0461010609831,-0.0005101246920799644,0.13469688291515602,neutral,0.135207007607236,0.647703117084844
ETH-29MAY26-1600-P,put,2026-05-29,1600.0,15.049874001041667,2267.11,2267.11,-0.2942556823444826,0.2942556823444826,1.586977,1.133555,1.8136880000000002,1.586977,1.586977,78.24,0.7824,-0.01137,8e-05,0.13727,-0.35678,9161.0,32.0,0.46153846153846156,market_price_below_minimum,,,,,,,
ETH-29MAY26-3000-C,call,2026-05-29,3000.0,15.049874001041667,2267.11,2267.11,0.3232705956040951,0.3232705956040951,1.133555,0.9068440000000001,1.586977,1.133555,1.133555,60.02,0.6002000000000001,0.01283,0.00012,0.15253,-0.30413,27311.0,211.0,0.5454545454545454,market_price_below_minimum,,,,,,,
ETH-29MAY26-3000-P,put,2026-05-29,3000.0,15.049874001041667,2267.11,2267.11,0.3232705956040951,0.3232705956040951,731.8231079999999,616.6539200000001,860.368245,622.3216950000001,731.8231079999999,60.02,0.6002000000000001,-0.98717,0.00012,0.15253,-0.30413,6.0,0.0,0.3300076745970835,classification_neutral,730.0562106316415,730.0562106316415,0.00242022099480489,-0.04750311708484389,neutral,0.049923338079648785,0.647703117084844
ETH-29MAY26-1500-C,call,2026-05-29,1500.0,15.049874001041667,2267.11,2267.11,-0.33836470219795245,0.33836470219795245,769.230423,767.4167350000001,781.019395,838.8307000000001,769.230423,86.39,0.8639,0.99279,5e-05,0.09216,-0.26451,28.0,0.0,0.017569546120058437,classification_neutral,769.6351965884053,769.6351965884053,-0.0005259291547470316,0.21619688291515604,neutral,0.21672281206990307,0.647703117084844
ETH-29MAY26-1500-P,put,2026-05-29,1500.0,15.049874001041667,2267.11,2267.11,-0.33836470219795245,0.33836470219795245,0.9068440000000001,0.680133,1.360266,0.680133,0.9068440000000001,86.39,0.8639,-0.00721,5e-05,0.09216,-0.26451,3861.0,200.0,0.6666666666666667,market_price_below_minimum,,,,,,,
ETH-26JUN26-2500-P,put,2026-06-26,2500.0,43.049874001041665,2267.11,2267.11,0.10272549633674588,0.10272549633674588,305.833139,301.52563000000004,308.32696000000004,273.186755,305.833139,51.74,0.5174,-0.67308,0.00089,2.81553,-1.69196,5161.0,6.0,0.022304832713754667,classification_neutral,339.1992493907851,339.1992493907851,-0.098367288402648,-0.130303117084844,neutral,0.22867040548749198,0.647703117084844
ETH-26JUN26-2000-C,call,2026-06-26,2000.0,43.049874001041665,2267.11,2267.11,-0.11781960293060334,0.11781960293060334,332.35832600000003,329.864505,337.79939,382.00803500000006,332.35832600000003,55.42,0.5542,0.77814,0.00069,2.32186,-1.49456,55738.0,0.0,0.02376910016977931,classification_neutral,357.95161505349483,357.95161505349483,-0.07149929760666104,-0.09350311708484393,neutral,0.16500241469150498,0.647703117084844
ETH-26JUN26-2000-P,put,2026-06-26,2000.0,43.049874001041665,2267.11,2267.11,-0.11781960293060334,0.11781960293060334,60.53183700000001,58.94486,61.21197,63.47908,60.53183700000001,55.42,0.5542,-0.22186,0.00069,2.32186,-1.49456,20524.0,281.0,0.037735849056603814,classification_neutral,81.42824885446305,81.42824885446305,-0.25662361831962344,-0.09350311708484393,neutral,0.35012673540446737,0.647703117084844
ETH-26JUN26-2600-P,put,2026-06-26,2600.0,43.049874001041665,2267.11,2267.11,0.1468345161902156,0.1468345161902156,382.461457,370.67248500000005,391.076475,380.87448000000006,382.461457,51.76,0.5176,-0.74819,0.00079,2.48944,-1.49664,18754.0,1.0,0.05357142857142847,classification_neutral,412.0111953515516,412.0111953515516,-0.07172071702162862,-0.130103117084844,neutral,0.20182383410647264,0.647703117084844
ETH-26JUN26-1900-C,call,2026-06-26,1900.0,43.049874001041665,2267.11,2267.11,-0.16192862278407316,0.16192862278407316,411.933887,409.21335500000004,418.28179500000005,436.418675,411.933887,57.44,0.5744,0.84277,0.00054,1.87719,-1.25226,555.0,0.0,0.021917808219178103,classification_neutral,429.73710272217704,429.73710272217704,-0.041428155980487234,-0.07330311708484394,neutral,0.11473127306533118,0.647703117084844
ETH-26JUN26-1900-P,put,2026-06-26,1900.0,43.049874001041665,2267.11,2267.11,-0.16192862278407316,0.16192862278407316,40.354558000000004,39.67442500000001,40.80798,41.941535,40.354558000000004,57.44,0.5744,-0.15725,0.00054,1.87733,-1.25235,5476.0,93.0,0.028169014084506897,classification_neutral,53.684404833096664,53.684404833096664,-0.24830016975206834,-0.07330311708484394,neutral,0.3216032868369123,0.647703117084844
ETH-26JUN26-2700-P,put,2026-06-26,2700.0,43.049874001041665,2267.11,2267.11,0.19094353604368552,0.19094353604368552,465.891105,453.422,473.82599,397.877805,465.891105,52.01,0.5201,-0.80953,0.00067,2.12094,-1.28116,343.0,0.0,0.04400977995110016,classification_neutral,490.175307633245,490.175307633245,-0.04954187258125767,-0.12760311708484395,neutral,0.17714498966610162,0.647703117084844
ETH-26JUN26-1800-C,call,2026-06-26,1800.0,43.049874001041665,2267.11,2267.11,-0.20603764263754298,0.20603764263754298,498.08406700000006,495.363535,504.431975,453.422,498.08406700000006,60.13,0.6013000000000001,0.89098,0.0004,1.45808,-1.01828,743.0,0.0,0.018140589569161016,classification_neutral,508.82493521755646,508.82493521755646,-0.021109162452826652,-0.0464031170848439,neutral,0.06751227953767056,0.647703117084844
ETH-26JUN26-1800-P,put,2026-06-26,1800.0,43.049874001041665,2267.11,2267.11,-0.20603764263754298,0.20603764263754298,26.978609000000002,26.071765000000003,27.20532,29.47243,26.978609000000002,60.13,0.6013000000000001,-0.10904,0.0004,1.45821,-1.01837,5716.0,104.0,0.04255319148936161,classification_neutral,33.24290563842749,33.24290563842749,-0.188440105283282,-0.0464031170848439,neutral,0.2348432223681259,0.647703117084844
ETH-26JUN26-2800-P,put,2026-06-26,2800.0,43.049874001041665,2267.11,2267.11,0.23505255589715524,0.23505255589715524,554.081684,541.83929,562.24328,486.295095,554.081684,52.53,0.5253,-0.85708,0.00055,1.76148,-1.0746,6024.0,0.0,0.03696098562628341,classification_neutral,572.8501759202913,572.8501759202913,-0.03276335193602677,-0.12240311708484397,neutral,0.15516646902087075,0.647703117084844
ETH-26JUN26-1700-C,call,2026-06-26,1700.0,43.049874001041665,2267.11,2267.11,-0.2501466624910128,0.2501466624910128,588.995178,586.047935,595.1163750000001,596.2499300000001,588.995178,63.4,0.634,0.92529,0.00029,1.1014,-0.81105,273.0,0.0,0.01535508637236086,classification_neutral,594.2241235933532,594.2241235933532,-0.008799618503760875,-0.013703117084843952,neutral,0.022502735588604827,0.647703117084844
ETH-26JUN26-1700-P,put,2026-06-26,1700.0,43.049874001041665,2267.11,2267.11,-0.2501466624910128,0.2501466624910128,18.13688,17.003325,19.270435000000003,20.40399,18.13688,63.4,0.634,-0.07471,0.00029,1.1014,-0.81105,5120.0,1.0,0.1250000000000001,classification_neutral,19.11276232417609,19.11276232417609,-0.05105919843630743,-0.013703117084843952,neutral,0.06476231552115139,0.647703117084844
ETH-26JUN26-2900-P,put,2026-06-26,2900.0,43.049874001041665,2267.11,2267.11,0.27916157575062517,0.27916157575062517,645.899639,631.3901350000001,698.2698800000001,804.82405,645.899639,53.19,0.5318999999999999,-0.89321,0.00044,1.43647,-0.8874,10.0,0.0,0.10059676044330768,classification_neutral,659.2476033332825,659.2476033332825,-0.020247270169497303,-0.11580311708484403,neutral,0.13605038725434132,0.647703117084844
ETH-26JUN26-1600-C,call,2026-06-26,1600.0,43.049874001041665,2267.11,2267.11,-0.2942556823444826,0.2942556823444826,682.8535320000001,680.133,688.067885,711.8725400000001,682.8535320000001,66.93,0.6693000000000001,0.94962,0.0002,0.80977,-0.62947,1764.0,0.0,0.01159900579950291,classification_neutral,684.701296989175,684.701296989175,-0.0026986439156754813,0.021596882915156157,neutral,0.024295526830831637,0.647703117084844
ETH-26JUN26-1600-P,put,2026-06-26,1600.0,43.049874001041665,2267.11,2267.11,-0.2942556823444826,0.2942556823444826,12.015683000000001,11.335550000000001,12.469105,12.469105,12.015683000000001,66.93,0.6693000000000001,-0.05038,0.0002,0.80977,-0.62947,7626.0,212.0,0.09523809523809518,classification_neutral,10.06060402994936,10.06060402994936,0.19433017781343712,0.021596882915156157,neutral,0.21592706072859327,0.647703117084844
ETH-26JUN26-3000-P,put,2026-06-26,3000.0,43.049874001041665,2267.11,2267.11,0.3232705956040951,0.3232705956040951,739.9847040000001,726.6087550000001,749.2798550000001,741.3449700000001,739.9847040000001,53.93,0.5393,-0.92031,0.00035,1.15673,-0.7246,13312.0,0.0,0.0307219662058372,classification_neutral,748.6604672843455,748.6604672843455,-0.011588381734400173,-0.10840311708484396,neutral,0.11999149881924413,0.647703117084844
ETH-26JUN26-1500-C,call,2026-06-26,1500.0,43.049874001041665,2267.11,2267.11,-0.33836470219795245,0.33836470219795245,778.7522850000001,776.4851750000001,785.553615,847.8991400000001,778.7522850000001,71.13,0.7112999999999999,0.9658,0.00014,0.59161,-0.48875,162.0,0.0,0.011611030478954874,classification_neutral,778.9353927685011,778.9353927685011,-0.00023507439795502678,0.06359688291515597,neutral,0.063831957313111,0.647703117084844
ETH-26JUN26-1500-P,put,2026-06-26,1500.0,43.049874001041665,2267.11,2267.11,-0.33836470219795245,0.33836470219795245,8.161596,7.708174,8.615018000000001,9.295151,8.161596,71.13,0.7112999999999999,-0.0342,0.00014,0.59165,-0.48878,11950.0,73.0,0.11111111111111129,classification_neutral,4.765368119226899,4.765368119226899,0.7126895122897833,0.06359688291515597,neutral,0.7762863952049393,0.647703117084844
